Mix,Name,CSMILES,Enzyme_name,single_double,CosineScore_single,RT_single,AUC_single,Adduct_single,C-gly_single,MoNA_DB#_single,CosineScore_double,RT_double,AUC_double,Adduct_double,C-gly_double,MoNA_DB#_double
1,CORTISONE,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,89A1,single,0.951,560.67,6353.0,M+Glu+H,False,LU112006,,,,,,
1,CORTISONE,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,89A2,single,0.928,247.47,14092.0,M+Glu+H,False,LU112006,,,,,,
1,CORTISONE,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,89B1,single,0.89,244.32,34095.0,M+Glu+H,False,LU112006,,,,,,
1,CORTISONE,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,90A2,single,0.949,379.54,5371.0,M+Glu+H,False,LU112006,,,,,,
1,CORTISONE,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,90A4,single,0.872,246.58,21021.0,M+Glu+H,False,LU112006,,,,,,
1,CORTISONE,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,91A1,single,0.867,246.33,12647.0,M+Glu+H,False,LU112006,,,,,,
1,CORTISONE,CC12CCC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,91B1,single,0.895,244.26,19914.0,M+Glu+H,False,LU112006,,,,,,
1,DEOXYCHOLIC ACID,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,71D1,single,0.963,533.02,219053.0,M+Glu+NH4,False,VF-NPL-QEHF013890,,,,,,
1,DEOXYCHOLIC ACID,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,72B3,single,0.935,532.45,259607.0,M+Glu+NH4,False,VF-NPL-QEHF013890,,,,,,
1,DEOXYCHOLIC ACID,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,73C5,single_and_double,0.971,531.62,748351.0,M+Glu+H,False,VF-NPL-QEHF013890,0.915,533.62,385784.0,M+2Glu+H,False,VF-NPL-QEHF013890
1,DEOXYCHOLIC ACID,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,74D1,single,0.908,537.15,53738.0,M+Glu+NH4,False,VF-NPL-QEHF013890,,,,,,
1,DEOXYCHOLIC ACID,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,75B2,single,0.966,542.21,417292.0,M+Glu+NH4,False,VF-NPL-QEHF013890,,,,,,
1,DEOXYCHOLIC ACID,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,75D1,single,0.941,543.49,492261.0,M+Glu+NH4,False,VF-NPL-QEHF013890,,,,,,
1,DEOXYCHOLIC ACID,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,76C5,single,0.929,533.11,104951.0,M+Glu+NH4,False,VF-NPL-QEHF013890,,,,,,
1,DEOXYCHOLIC ACID,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,84A4,single,0.919,531.61,92607.0,M+Glu+NH4,False,VF-NPL-QEHF013890,,,,,,
1,DEOXYCHOLIC ACID,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,85A3,single,0.955,543.45,103387.0,M+Glu+NH4,False,VF-NPL-QEHF013890,,,,,,
1,DEOXYCHOLIC ACID,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,87A2,single,0.944,533.08,253023.0,M+Glu+NH4,False,VF-NPL-QEHF013890,,,,,,
1,EMODIN,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,73B3,single,0.858,348.27,22989.0,M+Glu+H,False,CCMSLIB00000845961,,,,,,
1,GLUTAMINE (L),NC(=O)CCC(N)C(=O)O,73B1,single,0.891,173.49,1407.0,M+ACN+H,False,MoNA003304,,,,,,
1,GLYCOCHOLIC ACID,CC(CCC(=O)NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,73C5,single,0.988,437.48,1673984.0,M+Glu+H,False,VF-NPL-QEHF025254,,,,,,
1,LUPININE,OCC1CCCN2CCCCC12,72B3,single,0.973,142.34,41671.0,M+Glu+H,False,NA000360,,,,,,
1,LUPININE,OCC1CCCN2CCCCC12,73B1,single,0.879,139.2,4408.0,M+Glu+H,False,NA000360,,,,,,
1,LUPININE,OCC1CCCN2CCCCC12,74D1,single,0.907,139.37,4866.0,M+Glu+H,False,NA000360,,,,,,
1,LUPININE,OCC1CCCN2CCCCC12,75B2,single,0.971,145.08,22405.0,M+Glu+H,False,NA000360,,,,,,
1,LUPININE,OCC1CCCN2CCCCC12,79B11,single,0.858,142.17,7541.0,M+Glu+H,False,NA000360,,,,,,
1,LUPININE,OCC1CCCN2CCCCC12,84A1,single,0.905,140.3,4368.0,M+Glu+H,False,NA000360,,,,,,
1,LUPININE,OCC1CCCN2CCCCC12,87A2,single,0.93,145.82,9616.0,M+Glu+H,False,NA000360,,,,,,
1,LUPININE,OCC1CCCN2CCCCC12,ALG14LP,single,0.963,140.69,4899.0,M+Glu+H,False,NA000360,,,,,,
1,METHYL ORSELLINATE,COC(=O)c1c(C)cc(O)cc1O,71B1,single,0.919,316.99,63408.0,M+Glu+H,False,VF-NPL-QEHF011015,,,,,,
1,METHYL ORSELLINATE,COC(=O)c1c(C)cc(O)cc1O,71C2,single,0.946,320.6,91290.0,M+Glu+H,False,VF-NPL-QEHF011015,,,,,,
1,METHYL ORSELLINATE,COC(=O)c1c(C)cc(O)cc1O,72D1,single,0.912,318.59,7466.0,M+Glu+H,False,VF-NPL-QEHF011015,,,,,,
1,METHYL ORSELLINATE,COC(=O)c1c(C)cc(O)cc1O,72E2,single,0.95,320.69,466616.0,M+Glu+H,False,VF-NPL-QEHF011015,,,,,,
1,METHYL ORSELLINATE,COC(=O)c1c(C)cc(O)cc1O,73B3,single,0.955,230.25,5729.0,M+Glu+H,False,VF-NPL-QEHF011015,,,,,,
1,METHYL ORSELLINATE,COC(=O)c1c(C)cc(O)cc1O,73B4,single,0.883,319.36,47621.0,M+Glu+H,False,VF-NPL-QEHF011015,,,,,,
1,METHYL ORSELLINATE,COC(=O)c1c(C)cc(O)cc1O,73C5,single,0.885,319.29,93929.0,M+Glu+H,False,VF-NPL-QEHF011015,,,,,,
1,METHYL ORSELLINATE,COC(=O)c1c(C)cc(O)cc1O,74C1,single,0.914,317.63,15148.0,M+Glu+H,False,VF-NPL-QEHF011015,,,,,,
1,METHYL ORSELLINATE,COC(=O)c1c(C)cc(O)cc1O,78D2,single,0.921,322.95,80425.0,M+Glu+H,False,VF-NPL-QEHF011015,,,,,,
1,METHYL ORSELLINATE,COC(=O)c1c(C)cc(O)cc1O,79B11,single,0.862,318.62,11790.0,M+Glu+H,False,VF-NPL-QEHF011015,,,,,,
1,METHYL ORSELLINATE,COC(=O)c1c(C)cc(O)cc1O,85A1,single,0.946,318.29,19161.0,M+Glu+H,False,VF-NPL-QEHF011015,,,,,,
1,METHYL ORSELLINATE,COC(=O)c1c(C)cc(O)cc1O,89A1,single,0.86,318.04,10727.0,M+Glu+H,False,VF-NPL-QEHF011015,,,,,,
1,METHYL ORSELLINATE,COC(=O)c1c(C)cc(O)cc1O,90A2,single,0.953,320.97,164440.0,M+Glu+H,False,VF-NPL-QEHF011015,,,,,,
1,METHYL ORSELLINATE,COC(=O)c1c(C)cc(O)cc1O,90A4,single,0.859,318.03,10573.0,M+Glu+H,False,VF-NPL-QEHF011015,,,,,,
1,PEUCENIN,CC(C)=CCc1c(O)cc2oc(C)cc(=O)c2c1O,71B1,single,0.993,431.29,6617375.0,M+Glu+H,False,VF-NPL-QEHF002607,,,,,,
1,PEUCENIN,CC(C)=CCc1c(O)cc2oc(C)cc(=O)c2c1O,71B2,single,0.993,432.87,7486533.0,M+Glu+H,False,VF-NPL-QEHF002607,,,,,,
1,PEUCENIN,CC(C)=CCc1c(O)cc2oc(C)cc(=O)c2c1O,71B8,single_and_double,0.993,426.57,806454.0,M+Glu+H,False,VF-NPL-QEHF002607,0.907,465.93,30195.0,M+2Glu+2H,False,VF-NPL-QEHF002607
1,PEUCENIN,CC(C)=CCc1c(O)cc2oc(C)cc(=O)c2c1O,71C1,single,0.993,434.48,269004.0,M+Glu+H,False,VF-NPL-QEHF002607,,,,,,
1,PEUCENIN,CC(C)=CCc1c(O)cc2oc(C)cc(=O)c2c1O,71C2,single,0.993,426.79,21736386.0,M+Glu+H,False,VF-NPL-QEHF002607,,,,,,
1,PEUCENIN,CC(C)=CCc1c(O)cc2oc(C)cc(=O)c2c1O,71C3,single_and_double,0.993,431.15,1172633.0,M+Glu+H,False,VF-NPL-QEHF002607,0.882,462.88,150458.0,M+2Glu+2H,False,VF-NPL-QEHF002607
1,PEUCENIN,CC(C)=CCc1c(O)cc2oc(C)cc(=O)c2c1O,71D1,single,0.993,427.79,22286410.0,M+Glu+H,False,VF-NPL-QEHF002607,,,,,,
1,PEUCENIN,CC(C)=CCc1c(O)cc2oc(C)cc(=O)c2c1O,72B1,single_and_double,0.993,426.29,2379353.0,M+Glu+H,False,VF-NPL-QEHF002607,0.884,465.99,23993.0,M+2Glu+2H,False,VF-NPL-QEHF002607
1,PEUCENIN,CC(C)=CCc1c(O)cc2oc(C)cc(=O)c2c1O,72B3,single_and_double,0.993,428.14,126931.0,M+Glu+H,False,VF-NPL-QEHF002607,0.869,462.88,204555.0,M+2Glu+2H,False,VF-NPL-QEHF002607
1,PEUCENIN,CC(C)=CCc1c(O)cc2oc(C)cc(=O)c2c1O,72D1,single,0.993,435.01,449877.0,M+Glu+H,False,VF-NPL-QEHF002607,,,,,,
1,PEUCENIN,CC(C)=CCc1c(O)cc2oc(C)cc(=O)c2c1O,72E1,single_and_double,0.993,429.12,2661305.0,M+Glu+H,False,VF-NPL-QEHF002607,0.874,465.27,61231.0,M+2Glu+2H,False,VF-NPL-QEHF002607
1,PEUCENIN,CC(C)=CCc1c(O)cc2oc(C)cc(=O)c2c1O,72E2,single_and_double,0.993,428.21,280130.0,M+Glu+H,False,VF-NPL-QEHF002607,0.881,462.63,211375.0,M+2Glu+2H,False,VF-NPL-QEHF002607
1,PEUCENIN,CC(C)=CCc1c(O)cc2oc(C)cc(=O)c2c1O,72E3,single_and_double,0.993,427.82,195588.0,M+Glu+H,False,VF-NPL-QEHF002607,0.883,463.52,46726.0,M+2Glu+2H,False,VF-NPL-QEHF002607
1,PEUCENIN,CC(C)=CCc1c(O)cc2oc(C)cc(=O)c2c1O,73B1,single,0.993,430.92,1534685.0,M+Glu+H,False,VF-NPL-QEHF002607,,,,,,
